TOWN_ID,TOWN,SUM_CENTERLINE_MILES,SUM_SIDEWALK_MILES,SUM_SIDEWALK_EITHER_MILES
2,ACTON,162.4877432,24.31898464,20.65200656
10,ARLINGTON,137.1787696,154.7808526,83.95434651
14,ASHLAND,103.6031298,30.71640503,28.06294167
23,BEDFORD,107.4640555,45.79546185,39.20269596
25,BELLINGHAM,126.6127765,45.16841866,35.45114689
26,BELMONT,93.10742225,107.8015764,59.09522276
30,BEVERLY,177.5059899,168.9814027,98.30680399
34,BOLTON,84.46206033,2.513982486,2.087397429
35,BOSTON,1189.73,1514.44,822.518808
37,BOXBOROUGH,52.26264843,7.149260582,7.149260582
40,BRAINTREE,183.939323,138.7591969,82.68901517
46,BROOKLINE,128.425634,167.734306,96.57610704
48,BURLINGTON,146.1511862,32.10171531,28.05244042
49,CAMBRIDGE,171.9558128,238.341475,128.4994341
50,CANTON,144.7274451,48.88122764,41.37233189
51,CARLISLE,77.73596624,2.828010268,2.828010268
57,CHELSEA,57.23886247,77.9974657,42.7641844
65,COHASSET,72.74895914,12.01108891,10.09733381
67,CONCORD,155.174804,55.62211546,41.97892065
71,DANVERS,162.5273057,133.3640947,81.28512186
73,DEDHAM,128.5634088,97.53764093,65.44506168
78,DOVER,72.7597611,1.152091292,1.005804703
82,DUXBURY,175.7960622,3.581797301,3.239422218
92,ESSEX,44.41308944,7.039833864,6.482795558
93,EVERETT,82.68590825,111.0936062,58.45852602
99,FOXBOROUGH,136.9013134,69.9420802,48.75464839
100,FRAMINGHAM,295.8599812,154.0290067,114.8405948
101,FRANKLIN,204.8420524,136.7293204,94.01501292
107,GLOUCESTER,205.5950045,66.30854157,43.57982055
119,HAMILTON,77.73576431,13.63128357,12.64092574
122,HANOVER,118.6628715,25.27142607,23.82048626
131,HINGHAM,201.1195234,56.78201964,50.20424028
133,HOLBROOK,59.22294289,44.6624869,25.38199112
136,HOLLISTON,111.2764875,52.34965723,37.90692557
139,HOPKINTON,151.057894,47.14299717,45.54652059
141,HUDSON,120.1595899,75.34401033,45.43378307
142,HULL,63.94175741,30.03207844,21.57140774
144,IPSWICH,137.1880395,21.30281452,17.08456518
155,LEXINGTON,209.2210842,76.47906224,60.46009218
157,LINCOLN,90.22299034,1.87801403,1.87801403
158,LITTLETON,113.2500066,15.32926773,13.9545245
163,LYNN,199.9540333,259.0676887,140.4238976
164,LYNNFIELD,84.68695467,91.06123272,54.49463568
165,MALDEN,125.2018008,171.5568586,90.70231047
166,MANCHESTER,53.68749203,17.77913494,12.69880285
168,MARBLEHEAD,92.82219673,73.45177217,43.3087107
170,MARLBOROUGH,217.7881064,141.0742665,85.25572448
171,MARSHFIELD,206.8519573,57.41938541,45.55992666
174,MAYNARD,60.36188001,24.94646048,15.36458317
175,MEDFIELD,98.02193593,56.20257298,33.03986104
176,MEDFORD,158.6086227,199.3217386,110.6097551
177,MEDWAY,93.65798882,30.45692119,26.7728801
178,MELROSE,88.99680801,106.3884627,58.27115382
184,MIDDLETON,74.07206799,22.03986494,19.54969615
185,MILFORD,151.8343343,78.01856468,55.43698805
187,MILLIS,66.35285223,26.12586914,17.79190338
189,MILTON,154.1545681,133.884861,80.37100518
196,NAHANT,21.76774194,16.80940413,11.35279671
198,NATICK,184.6853801,141.8883942,90.1492211
199,NEEDHAM,154.0205504,185.6204431,106.0870686
207,NEWTON,355.2131552,455.4371964,257.8413498
208,NORFOLK,92.58003935,21.72800486,21.63626438
213,NORTH READING,95.64576258,72.81807766,43.74927506
219,NORWELL,109.6743402,10.08763038,8.896857873
220,NORWOOD,137.4434454,143.6639307,81.11849964
229,PEABODY,231.5329539,235.3983255,125.2277505
231,PEMBROKE,140.3525589,38.75540544,33.93530406
243,QUINCY,263.1141322,343.6013456,187.991834
244,RANDOLPH,136.1592741,122.9117785,75.25896899
246,READING,112.5909644,85.23510341,49.94832942
248,REVERE,122.0836922,131.4483258,76.79065599
251,ROCKLAND,83.60320954,61.76688271,42.92977757
252,ROCKPORT,65.02762475,13.69346027,9.934713152
258,SALEM,133.2302095,141.27497,79.03976411
262,SAUGUS,132.7066086,80.28184102,49.01327671
264,SCITUATE,145.7873592,33.15307917,30.88409309
266,SHARON,149.9020291,91.62287102,56.16414607
269,SHERBORN,66.3335433,11.81618116,11.7701036
274,SOMERVILLE,118.0028932,182.8400205,97.75682326
277,SOUTHBOROUGH,103.135676,20.77363504,19.90135355
284,STONEHAM,92.10254626,79.02269115,46.07338117
285,STOUGHTON,157.7651947,51.05205876,45.26878666
286,STOW,80.27404484,8.630815875,8.630815875
288,SUDBURY,171.5843604,14.42975032,13.27615273
291,SWAMPSCOTT,55.03121412,67.54008741,36.38371069
298,TOPSFIELD,72.62461791,13.21693143,13.21693143
305,WAKEFIELD,112.7690104,114.0007603,65.98578267
307,WALPOLE,162.9700049,97.00868234,75.59179001
308,WALTHAM,221.8099174,189.548132,105.3250699
314,WATERTOWN,107.7074954,134.6592984,71.36021578
315,WAYLAND,115.8694795,10.122892,8.636526127
317,WELLESLEY,152.4306938,101.5213263,67.73696443
320,WENHAM,39.43352578,8.570395727,7.665656578
333,WESTON,133.0805198,24.48092799,22.34637509
335,WESTWOOD,108.1579979,35.51575114,32.26054925
336,WEYMOUTH,230.9771732,156.4491937,102.1628964
342,WILMINGTON,157.3290163,57.99974823,35.05447732
344,WINCHESTER,106.3738123,83.13294687,49.87936351
346,WINTHROP,44.97474778,64.36890283,35.57530211
347,WOBURN,181.7961396,127.3759225,77.87069353
350,WRENTHAM,114.8187903,24.53479314,22.27448473
