TOWN_ID,TOWN,SUM_CENTERLINE_MILES,SUM_SIDEWALK_MILES,SUM_SIDEWALK_EITHER_MILES
2,ACTON,162.4133312,26.30597502,23.36061924
10,ARLINGTON,138.4098194,154.9118126,83.7070574
14,ASHLAND,103.810987,34.32676755,31.31665841
23,BEDFORD,114.2395058,45.72722907,39.1257254
25,BELLINGHAM,125.9546372,50.65572714,38.45779629
26,BELMONT,93.19304983,107.0486512,59.09522267
30,BEVERLY,177.0547145,168.9876001,98.56939909
34,BOLTON,82.97597629,2.767725828,2.37958426
35,BOSTON,1190.75,1523.81,823.9148883
37,BOXBOROUGH,52.29969828,7.386641404,7.386641404
40,BRAINTREE,181.4595302,142.7722985,84.93017281
46,BROOKLINE,128.0426695,170.0565191,96.7899989
48,BURLINGTON,143.7792537,32.10118015,28.05190526
49,CAMBRIDGE,174.0505233,240.0447866,129.3747225
50,CANTON,144.3122596,49.25059426,41.20045238
51,CARLISLE,78.90770763,3.686552567,3.682163357
57,CHELSEA,58.90433926,77.94945871,42.7401809
65,COHASSET,75.63685743,12.01108891,10.09733381
67,CONCORD,159.6906089,52.82364287,40.68897807
71,DANVERS,167.0513481,134.1647694,81.08247974
73,DEDHAM,131.5264957,100.2848968,64.96503547
78,DOVER,73.99129239,1.152091292,1.005804703
82,DUXBURY,175.7647094,3.581797301,3.239422218
92,ESSEX,44.59841095,7.039674522,6.482150043
93,EVERETT,83.7314391,110.6665423,58.3361653
99,FOXBOROUGH,135.6116495,70.09201874,48.90458693
100,FRAMINGHAM,295.2154674,156.2546726,114.9799896
101,FRANKLIN,204.8145327,137.3273787,94.04825105
107,GLOUCESTER,207.361044,68.56786566,43.95334955
119,HAMILTON,78.76479758,13.63128401,12.64092618
122,HANOVER,118.3075119,32.70077195,27.51156039
131,HINGHAM,201.0884221,57.83995951,50.85300235
133,HOLBROOK,59.48235839,47.63018333,26.99010105
136,HOLLISTON,117.980115,52.34937281,37.90672015
139,HOPKINTON,151.1603831,50.00971572,47.79126605
141,HUDSON,119.8959863,75.93724406,45.89411191
142,HULL,64.00243105,30.04541615,21.56006897
144,IPSWICH,137.4437191,21.26703369,17.05020727
155,LEXINGTON,202.5747651,81.80129236,64.64736582
157,LINCOLN,91.43162648,4.451038735,4.451038735
158,LITTLETON,113.2500066,15.32926773,13.9545245
163,LYNN,200.0991429,262.1329436,140.6388126
164,LYNNFIELD,86.02608295,93.98712844,56.10298238
165,MALDEN,128.1144618,172.278551,91.17257443
166,MANCHESTER,53.97804497,17.54723256,12.64731912
168,MARBLEHEAD,92.82356161,73.88874487,43.3514443
170,MARLBOROUGH,220.3455934,140.7933244,84.48746409
171,MARSHFIELD,206.4276755,56.21633298,46.16259024
174,MAYNARD,62.50461524,26.63706269,16.10842947
175,MEDFIELD,97.67546468,56.5012085,33.56325549
176,MEDFORD,159.700934,199.285702,110.5855621
177,MEDWAY,94.71707862,34.74193784,29.73978514
178,MELROSE,89.40865124,107.0941505,58.23451764
184,MIDDLETON,74.24680941,22.10938413,19.61921534
185,MILFORD,149.2380101,78.1072845,54.98785232
187,MILLIS,66.86644059,27.27825622,18.79111382
189,MILTON,151.4305036,134.5841357,81.55936145
196,NAHANT,22.02511835,16.77098109,11.33441408
198,NATICK,182.0288852,145.1524436,92.78668264
199,NEEDHAM,153.6049225,185.9646982,106.0503289
207,NEWTON,356.7307766,456.6624549,257.4123538
208,NORFOLK,95.94646939,24.92101997,24.75599877
213,NORTH READING,98.04612897,77.24069774,47.20222705
219,NORWELL,107.9447218,10.55743223,9.229257742
220,NORWOOD,136.2139193,149.89067,84.17826902
229,PEABODY,234.4357475,237.6400783,125.2368236
231,PEMBROKE,142.0544079,39.02472454,34.07675432
243,QUINCY,263.1334907,344.9190947,186.6081354
244,RANDOLPH,136.660062,125.3892379,76.26548038
246,READING,113.8409449,85.23510341,49.94832942
248,REVERE,121.9795436,131.48727,76.77712069
251,ROCKLAND,87.35418782,61.92680168,42.92964512
252,ROCKPORT,65.07985525,15.78886117,11.94824129
258,SALEM,133.2324202,143.6893025,79.76430543
262,SAUGUS,136.0363176,83.39472481,50.73768434
264,SCITUATE,145.7281011,33.8870363,31.23698465
266,SHARON,149.0862729,92.72802287,57.02159975
269,SHERBORN,67.69788356,10.73047491,10.68439735
274,SOMERVILLE,119.482385,183.712214,97.73324084
277,SOUTHBOROUGH,99.57289707,20.43449797,19.37154154
284,STONEHAM,92.21988056,79.93561382,46.33308226
285,STOUGHTON,156.2800318,54.00683075,46.61273718
286,STOW,83.82764934,10.12463717,10.01982746
288,SUDBURY,176.0811202,17.90309743,16.17398262
291,SWAMPSCOTT,55.54760486,67.40652754,36.28563482
298,TOPSFIELD,76.15603898,13.59247743,13.59247743
305,WAKEFIELD,112.6862436,114.2010688,66.13378494
307,WALPOLE,162.7234447,95.18794496,74.27543299
308,WALTHAM,221.5508324,189.1593529,105.3508954
314,WATERTOWN,105.1386935,134.6615162,71.3624372
315,WAYLAND,116.0117483,16.64919312,14.9508079
317,WELLESLEY,157.0220509,101.8753664,68.07713258
320,WENHAM,40.9742223,10.31629126,9.095852427
333,WESTON,134.6066342,24.25061848,22.11606558
335,WESTWOOD,107.5151224,37.77732494,33.72902714
336,WEYMOUTH,230.6994245,156.3096759,102.0233786
342,WILMINGTON,158.7323319,58.23002382,35.27015391
344,WINCHESTER,106.5799024,83.12761523,49.87717831
346,WINTHROP,44.99589035,64.36890283,35.57530211
347,WOBURN,183.1714911,130.4341111,79.52855989
350,WRENTHAM,118.8893599,26.21606837,23.95603451
